net,length_um
core.bgc_2.comp_row.pe2._10_,19.04
core.bgc_3.comp_row.pe1._14_,19.04
core.bgc_4.comp_col.pe2._09_,19.04
core.bgc_6.comp_col.GL_index\[0\],19.04
core.bgc_7.comp_col.pe1._09_,19.04
core.bgc_7.comp_row.GL_bits\[3\],19.04
core.bgc_8.comp_col.pe2._12_,19.04
core.bgc_8.comp_row.A\[9\],19.04
core.bgc_8.lfsr_row._23_,19.04
core.bgc_8.row_reg._000_\[0\],19.04
core.bgc_9.col_reg._022_,19.04
core.bgc_9.comp_col.GL_bits\[5\],19.04
core.bgc_9.comp_row._06_,19.04
core.res_mem_inst.slot\[9\].slot_reg._001_,19.04
core.adder_tree._0280_,18.86
core.bgc_15.comp_col.GL_bits\[5\],18.68
core.res_mem_inst.shift_cycle_count\[5\],18.68
core.bgc_15.comp_col._05_,18.63
core.bgc_2.comp_row.GR_bits\[9\],18.63
core.bgc_8.comp_col.GL_bits\[7\],18.63
core.adder_tree._0679_,18.58
core.bgc_1.prev_step_output\[9\],18.58
core.bgc_11.comp_row.GR_bits\[5\],18.58
core.bgc_14.comp_row._11_,18.58
core.bgc_15.comp_col.pe1._15_,18.58
core.bgc_3.comp_row.GR_bits\[6\],18.58
core.bgc_3.comp_row.pe1._03_,18.58
core.bgc_3.final_counter._03_,18.58
core.bgc_4.comp_col.GR_bits\[5\],18.58
core.bgc_4.comp_row.GR_bits\[7\],18.58
core.bgc_5.prev_step_output\[4\],18.58
core.bgc_6.comp_row.GR_bits\[3\],18.58
core.bgc_6.comp_row.pe2._14_,18.58
core.bgc_8.comp_col._14_,18.58
core.bgc_9.comp_col._12_,18.58
core.bgc_9.comp_row.GR_bits\[6\],18.58
net1150,18.53
net629,18.53
core.adder_tree._0079_,18.53
core.adder_tree._0193_,18.53
core.adder_tree._0315_,18.53
core.adder_tree._0354_,18.53
core.adder_tree._0421_,18.53
core.adder_tree._0552_,18.53
core.bgc_0.final_counter._00_\[0\],18.53
core.bgc_1.col_reg._000_\[2\],18.53
core.bgc_1.col_reg._037_,18.53
core.bgc_1.comp_col._14_,18.53
core.bgc_1.comp_row.GR_bits\[7\],18.53
core.bgc_10.comp_col.pe1._15_,18.53
core.bgc_10.comp_row.GL_bits\[11\],18.53
core.bgc_12.comp_row.GR_bits\[6\],18.53
core.bgc_12.comp_row._10_,18.53
core.bgc_13.col_reg._040_,18.53
core.bgc_13.comp_row._15_,18.53
core.bgc_15.col_reg._000_\[4\],18.53
core.bgc_15.comp_row.A\[1\],18.53
core.bgc_15.comp_row._03_,18.53
core.bgc_2.col_data_in\[6\],18.53
core.bgc_2.comp_col._04_,18.53
core.bgc_2.comp_col.pe2._11_,18.53
core.bgc_2.final_counter._04_,18.53
core.bgc_3.col_reg._040_,18.53
core.bgc_3.comp_row._13_,18.53
core.bgc_4.comp_col._03_,18.53
core.bgc_4.row_reg._001_,18.53
core.bgc_5.comp_col.pe2._16_,18.53
core.bgc_5.comp_row._12_,18.53
core.bgc_6.comp_col.pe1._12_,18.53
core.bgc_6.comp_row.pe1._09_,18.53
core.bgc_6.lfsr_row.seed_mem\[0\],18.53
core.bgc_7.comp_row.GR_bits\[6\],18.53
core.bgc_7.comp_row.pe1._03_,18.53
core.bgc_7.final_counter._03_,18.53
core.bgc_7.final_counter._06_,18.53
core.bgc_8.col_reg._006_,18.53
core.bgc_8.col_reg._029_,18.53
core.bgc_8.comp_row.pe1._14_,18.53
core.bgc_8.row_reg.mode\[0\],18.53
core.bgc_9.comp_col.GR_bits\[1\],18.53
core.bgc_9.comp_col._05_,18.53
core.bgc_9.comp_row.GR_bits\[2\],18.53
core.res_mem_inst.slot\[2\].slot_reg._000_\[2\],18.53
core.timer_inst._27_,18.53
net1037,18.48
net331,18.48
net446,18.48
core.adder_tree._0061_,18.48
core.adder_tree._0086_,18.48
core.adder_tree._0709_,18.48
core.bgc_0.col_reg._000_\[1\],18.48
core.bgc_10.comp_row._15_,18.48
core.bgc_11.final_counter._00_\[9\],18.48
core.bgc_11.lfsr_row._26_,18.48
core.bgc_12.col_reg.mode\[1\],18.48
core.bgc_12.comp_col.pe1._09_,18.48
core.bgc_13.col_reg._019_,18.48
core.bgc_13.comp_col.pe2._08_,18.48
core.bgc_14.comp_col.GR_bits\[1\],18.48
core.bgc_14.comp_row.GL_index\[2\],18.48
core.bgc_15.comp_col._14_,18.48
core.bgc_15.comp_col.pe1._10_,18.48
core.bgc_15.comp_col.pe2._17_,18.48
core.bgc_15.comp_row.GL_index\[2\],18.48
core.bgc_3.comp_row.pe2._08_,18.48
core.bgc_4.row_reg._000_\[0\],18.48
core.bgc_5.comp_col._09_,18.48
core.bgc_5.comp_row.pe2._10_,18.48
core.bgc_5.lfsr_col._22_,18.48
core.bgc_7.comp_col.pe2._12_,18.48
core.bgc_7.comp_row._12_,18.48
core.bgc_8.comp_col.GL_bits\[3\],18.48
core.bgc_9.comp_col.GL_index\[0\],18.48
core.bgc_9.final_counter._00_\[4\],18.48
core.res_mem_inst._001_\[1\],18.48
core.res_mem_inst.slot\[1\].slot_reg._000_\[2\],18.48
core.res_mem_inst.slot\[2\].slot_reg.mode\[0\],18.48
core.res_mem_inst.slot\[6\].slot_reg._016_,18.48
core.timer_inst.cycle_cnt\[3\],18.48
core.bgc_6.row_reg.mode\[1\],18.12
core.bgc_4.final_counter._04_,18.07
core.bgc_5.comp_col.GL_bits\[5\],18.07
core.bgc_9.comp_col._08_,18.07
core.bgc_9.comp_col.pe1._16_,18.07
core.adder_tree._0278_,18.02
core.adder_tree._0381_,18.02
core.adder_tree._0413_,18.02
core.bgc_0.comp_col._03_,18.02
core.bgc_0.final_counter._03_,18.02
core.bgc_1.prev_step_output\[3\],18.02
core.bgc_10.comp_row.GR_bits\[6\],18.02
core.bgc_11.row_reg._016_,18.02
core.bgc_12.comp_col.GL_bits\[4\],18.02
core.bgc_12.comp_col.GL_index\[1\],18.02
core.bgc_12.final_counter._04_,18.02
core.bgc_13.comp_col.A\[0\],18.02
core.bgc_13.comp_col._03_,18.02
core.bgc_14.comp_col.pe2._12_,18.02
core.bgc_14.comp_row.GR_bits\[3\],18.02
core.bgc_15.comp_col.GR_bits\[6\],18.02
core.bgc_15.comp_col._06_,18.02
core.bgc_15.comp_row._13_,18.02
core.bgc_3.comp_row.pe1._06_,18.02
core.bgc_4.comp_col.GR_bits\[8\],18.02
core.bgc_4.comp_row._05_,18.02
core.bgc_6.prev_step_output\[7\],18.02
core.bgc_9.comp_col.GR_bits\[3\],18.02
core.res_mem_inst.shift_cycle_count\[4\],18.02
net1494,17.97
net324,17.97
net819,17.97
core.bgc_0.col_reg._016_,17.97
core.bgc_0.lfsr_row._26_,17.97
core.bgc_1.comp_row.A\[9\],17.97
core.bgc_1.comp_row.GL_bits\[6\],17.97
core.bgc_1.row_reg._001_,17.97
core.bgc_10.row_reg._000_\[0\],17.97
core.bgc_11.comp_row.A\[0\],17.97
core.bgc_11.comp_row.pe2._16_,17.97
core.bgc_14.col_reg._015_,17.97
core.bgc_14.col_reg._020_,17.97
core.bgc_14.comp_row.pe2._15_,17.97
core.bgc_2.col_reg._026_,17.97
core.bgc_2.comp_col.pe1._12_,17.97
core.bgc_3.comp_col.GR_bits\[2\],17.97
core.bgc_3.comp_row.GL_bits\[10\],17.97
core.bgc_4.col_reg._000_\[10\],17.97
core.bgc_4.col_reg._032_,17.97
core.bgc_4.comp_col._11_,17.97
core.bgc_4.comp_row._07_,17.97
core.bgc_4.lfsr_row._26_,17.97
core.bgc_5.comp_col.GL_bits\[3\],17.97
core.bgc_6.comp_row.GL_bits\[4\],17.97
core.bgc_8.comp_col.GL_bits\[6\],17.97
core.bgc_8.comp_col.pe2._16_,17.97
core.res_mem_inst.shift_cycle_count\[3\],17.97
core.res_mem_inst.slot\[0\].slot_reg._046_,17.97
core.res_mem_inst.slot\[10\].slot_reg._000_\[1\],17.97
core.res_mem_inst.slot\[11\].slot_reg._019_,17.97
core.res_mem_inst.slot\[14\].slot_reg._000_\[1\],17.97
core.res_mem_inst.slot\[15\].slot_reg._039_,17.97
core.res_mem_inst.slot\[9\].slot_reg.mode\[0\],17.97
core.timer_inst.cycle_cnt\[2\],17.97
net910,17.92
core.adder_tree._0195_,17.92
core.adder_tree._0261_,17.92
core.bgc_0.comp_col.pe2._16_,17.92
core.bgc_1.comp_row.pe2._03_,17.92
core.bgc_10.comp_col.pe2._15_,17.92
core.bgc_10.comp_row.GR_bits\[2\],17.92
core.bgc_11.col_reg._030_,17.92
core.bgc_11.comp_col.pe1._17_,17.92
core.bgc_11.comp_row._13_,17.92
core.bgc_12.comp_row._13_,17.92
core.bgc_12.prev_step_output\[5\],17.92
core.bgc_13.col_reg._000_\[3\],17.92
core.bgc_13.comp_col.pe2._14_,17.92
core.bgc_14.comp_col.GL_bits\[10\],17.92
core.bgc_14.comp_row.GL_bits\[10\],17.92
core.bgc_15.comp_row.GR_index\[3\],17.92
core.bgc_4.comp_row.pe1._04_,17.92
core.bgc_5.final_counter._00_\[10\],17.92
core.bgc_5.lfsr_row._19_,17.92
core.bgc_5.row_reg._000_\[0\],17.92
core.bgc_6.col_reg._029_,17.92
core.bgc_6.comp_col.GR_bits\[3\],17.92
core.bgc_6.comp_row.pe2._07_,17.92
core.bgc_7.col_reg._023_,17.92
core.bgc_7.col_reg._047_,17.92
core.bgc_7.comp_row.pe2._12_,17.92
core.bgc_8.comp_col.pe1._16_,17.92
core.bgc_9.comp_col.pe1._12_,17.92
core.timer_inst.cycle_cnt\[8\],17.92
core.bgc_14.comp_col._04_,17.64
core.bgc_10.comp_row._16_,17.61
core.bgc_13.comp_row._04_,17.51
core.bgc_2.comp_col.GL_bits\[3\],17.51
core.bgc_3.comp_col.GR_bits\[6\],17.51
core.bgc_8.comp_col.pe2._13_,17.51
core.res_mem_inst._038_,17.51
core.adder_tree._0010_,17.46
core.adder_tree._0025_,17.46
core.adder_tree._0037_,17.46
core.adder_tree._0621_,17.46
core.bgc_0.comp_row.pe2._15_,17.46
core.bgc_10.comp_col.GR_bits\[3\],17.46
core.bgc_11.comp_row.GR_bits\[4\],17.46
core.bgc_11.row_reg.mode\[1\],17.46
core.bgc_13.comp_row.GL_bits\[6\],17.46
core.bgc_13.comp_row.GR_bits\[3\],17.46
core.bgc_13.comp_row.GR_bits\[4\],17.46
core.bgc_13.comp_row._12_,17.46
core.bgc_13.lfsr_row.seed_mem\[0\],17.46
core.bgc_14.comp_col.GR_bits\[5\],17.46
core.bgc_15.comp_row.pe2._03_,17.46
core.bgc_2.comp_col.GL_bits\[4\],17.46
core.bgc_3.comp_col.GL_bits\[4\],17.46
core.bgc_5.row_reg._016_,17.46
core.bgc_6.comp_row._15_,17.46
core.bgc_8.comp_row.GR_bits\[5\],17.46
core.res_mem_inst.slot\[12\].slot_reg._016_,17.46
net922,17.41
net1462,17.41
core.adder_tree._0179_,17.41
core.adder_tree._0377_,17.41
core.bgc_0.final_counter._28_,17.41
core.bgc_11.comp_col.GR_bits\[4\],17.41
core.bgc_12.col_reg._000_\[11\],17.41
core.bgc_12.row_reg._000_\[6\],17.41
core.bgc_13.comp_row.GL_bits\[5\],17.41
core.bgc_14.row_reg._000_\[1\],17.41
core.bgc_15.col_reg.mode\[1\],17.41
core.bgc_2.comp_col.GL_bits\[8\],17.41
core.bgc_2.comp_row.GR_index\[0\],17.41
core.bgc_2.comp_row.pe2._15_,17.41
core.bgc_3.col_reg._020_,17.41
core.bgc_3.comp_col._03_,17.41
core.bgc_4.col_reg._004_,17.41
core.bgc_4.comp_col.pe1._11_,17.41
core.bgc_4.comp_row.pe2._07_,17.41
core.bgc_4.final_counter._00_\[0\],17.41
core.bgc_4.row_reg._002_,17.41
core.bgc_5.comp_row.GL_bits\[7\],17.41
core.bgc_7.col_reg._026_,17.41
core.bgc_7.col_reg._028_,17.41
core.bgc_7.row_reg._030_,17.41
core.bgc_8.col_reg._028_,17.41
core.bgc_9.comp_row.GL_bits\[10\],17.41
core.bgc_9.comp_row.GL_bits\[5\],17.41
core.bgc_9.comp_row.pe2._12_,17.41
core.bgc_9.final_counter._15_,17.41
core.lfsr_enabler.row_load_count\[0\],17.41
core.res_mem_inst.slot\[15\].slot_reg._000_\[11\],17.41
net128,17.36
net416,17.36
core.adder_tree._0140_,17.36
core.adder_tree._0216_,17.36
core.adder_tree._0419_,17.36
core.bgc_0.comp_row.GR_bits\[6\],17.36
core.bgc_0.comp_row._02_,17.36
core.bgc_0.comp_row._03_,17.36
core.bgc_0.lfsr_col._00_\[1\],17.36
core.bgc_1.comp_row.GL_bits\[11\],17.36
core.bgc_1.final_counter._23_,17.36
core.bgc_1.lfsr_col._10_,17.36
core.bgc_1.lfsr_col._23_,17.36
core.bgc_1.row_reg._000_\[10\],17.36
core.bgc_10.comp_col.GR_bits\[11\],17.36
core.bgc_10.final_counter._00_\[10\],17.36
core.bgc_12.col_data_in\[8\],17.36
core.bgc_12.comp_col.pe1._03_,17.36
core.bgc_13.col_reg._003_,17.36
core.bgc_13.row_reg._016_,17.36
core.bgc_14.comp_row.pe2._09_,17.36
core.bgc_15.comp_col.A\[10\],17.36
core.bgc_2.comp_col._10_,17.36
core.bgc_3.comp_row.GL_bits\[6\],17.36
core.bgc_3.comp_row.pe1._09_,17.36
core.bgc_3.comp_row.pe2._12_,17.36
core.bgc_4.comp_col.GL_bits\[4\],17.36
core.bgc_6.comp_col.GL_bits\[6\],17.36
core.bgc_6.comp_row.GR_bits\[4\],17.36
core.bgc_7.comp_col.A\[1\],17.36
core.bgc_7.row_reg.mode\[0\],17.36
core.bgc_8.lfsr_col._00_\[3\],17.36
core.bgc_9.comp_row.pe2._09_,17.36
core.res_mem_inst.slot\[1\].slot_reg._015_,17.36
core.bgc_10.comp_col.GL_bits\[2\],17
core.bgc_9.comp_row.GL_bits\[3\],17
core.bgc_12.comp_row.A\[0\],16.95
core.bgc_12.final_counter._12_,16.95
core.bgc_15.comp_col._08_,16.95
core.bgc_15.final_counter._22_,16.95
core.bgc_4.comp_col.GL_bits\[6\],16.95
core.bgc_4.final_counter._03_,16.95
core.bgc_6.comp_col.GL_bits\[3\],16.95
core.bgc_9.comp_col.GR_bits\[4\],16.95
core.bgc_9.comp_row.GL_bits\[4\],16.95
core.adder_tree._0067_,16.9
core.adder_tree._0325_,16.9
core.adder_tree._0549_,16.9
core.adder_tree._0589_,16.9
core.bgc_0.comp_col._16_,16.9
core.bgc_0.comp_row.GL_bits\[5\],16.9
core.bgc_1.comp_col.GL_bits\[5\],16.9
core.bgc_1.prev_step_output\[0\],16.9
core.bgc_12.comp_row.pe2._10_,16.9
core.bgc_12.row_reg._000_\[3\],16.9
core.bgc_13.col_reg.mode\[0\],16.9
core.bgc_14.comp_col.GL_bits\[11\],16.9
core.bgc_14.comp_col.pe1._15_,16.9
core.bgc_2.lfsr_col._26_,16.9
core.bgc_4.comp_row.pe2._06_,16.9
core.bgc_5.comp_row.GR_bits\[6\],16.9
core.bgc_7.comp_col.GL_bits\[3\],16.9
core.bgc_8.comp_row.GL_bits\[4\],16.9
core.bgc_9.final_counter._00_\[2\],16.9
net1103,16.85
core.adder_tree._0108_,16.85
core.adder_tree._0139_,16.85
core.adder_tree._0323_,16.85
core.adder_tree._0344_,16.85
core.adder_tree._0660_,16.85
core.adder_tree._0685_,16.85
core.bgc_0.comp_row.pe2._07_,16.85
core.bgc_1.comp_row._10_,16.85
core.bgc_10.comp_col.GL_bits\[9\],16.85
core.bgc_10.comp_col.pe2._08_,16.85
core.bgc_11.comp_col._14_,16.85
core.bgc_11.comp_row.pe1._14_,16.85
core.bgc_11.final_counter._00_\[2\],16.85
core.bgc_11.row_reg._000_\[8\],16.85
core.bgc_12.comp_row.pe2._08_,16.85
core.bgc_12.comp_row.pe2._12_,16.85
core.bgc_12.row_reg._000_\[4\],16.85
core.bgc_13.comp_row.GR_bits\[0\],16.85
core.bgc_13.row_reg._006_,16.85
core.bgc_14.comp_row.pe1._09_,16.85
core.bgc_15.comp_col.GR_bits\[5\],16.85
core.bgc_3.comp_col.GR_bits\[9\],16.85
core.bgc_4.comp_col.pe1._15_,16.85
core.bgc_6.comp_col.A\[10\],16.85
core.bgc_6.comp_col.pe1._15_,16.85
core.bgc_6.comp_row.GR_bits\[11\],16.85
core.bgc_7.comp_col.GL_bits\[4\],16.85
core.bgc_7.lfsr_row._00_\[0\],16.85
core.bgc_9.comp_row.pe2._07_,16.85
core.bgc_9.comp_row.pe2._16_,16.85
core.res_mem_inst.slot\[0\].slot_reg._024_,16.85
core.res_mem_inst.slot\[13\].slot_reg._023_,16.85
core.res_mem_inst.slot\[9\].slot_reg._025_,16.85
net690,16.85
net695,16.8
core.adder_tree._0097_,16.8
core.adder_tree._0291_,16.8
core.adder_tree._0295_,16.8
core.adder_tree._0333_,16.8
core.bgc_0.comp_col.GR_bits\[9\],16.8
core.bgc_0.comp_row.pe2._09_,16.8
core.bgc_1.comp_col._00_,16.8
core.bgc_10.comp_col.pe1._07_,16.8
core.bgc_11.row_reg._022_,16.8
core.bgc_12.comp_row.pe1._15_,16.8
core.bgc_12.comp_row.pe2._09_,16.8
core.bgc_13.final_counter._17_,16.8
core.bgc_14.comp_col.A\[10\],16.8
core.bgc_14.comp_col.pe1._14_,16.8
core.bgc_15.comp_col.GL_bits\[2\],16.8
core.bgc_2.comp_row.GL_bits\[5\],16.8
core.bgc_2.final_counter._06_,16.8
core.bgc_2.lfsr_col._04_,16.8
core.bgc_2.row_reg._000_\[10\],16.8
core.bgc_3.comp_col.GL_bits\[11\],16.8
core.bgc_3.comp_row.GL_bits\[2\],16.8
core.bgc_3.final_counter._00_\[6\],16.8
core.bgc_4.comp_row.GL_bits\[2\],16.8
core.bgc_4.comp_row.GR_bits\[8\],16.8
core.bgc_4.comp_row.pe1._07_,16.8
core.bgc_5.comp_col._06_,16.8
core.bgc_5.comp_row.GR_bits\[4\],16.8
core.bgc_6.final_counter._03_,16.8
core.bgc_7.comp_col.pe2._14_,16.8
core.bgc_7.comp_row.GL_bits\[5\],16.8
core.bgc_7.comp_row.pe1._12_,16.8
core.bgc_7.lfsr_col._00_\[7\],16.8
core.bgc_8.comp_row.GL_bits\[5\],16.8
core.bgc_9.prev_step_output\[2\],16.8
core.res_mem_inst.slot\[15\].slot_reg._028_,16.8
core.res_mem_inst.slot\[8\].slot_reg._000_\[5\],16.8
core.timer_inst._01_\[8\],16.8
core.bgc_10.final_counter._04_,16.44
core.lfsr_enabler._06_,16.44
core.adder_tree._0152_,16.39
core.bgc_10.final_counter._19_,16.39
core.bgc_14.comp_col.GR_bits\[6\],16.39
core.bgc_2.comp_row.GL_bits\[11\],16.39
core.bgc_2.comp_row.GR_bits\[4\],16.39
core.bgc_2.prev_step_output\[11\],16.39
core.bgc_7.comp_row.GR_bits\[11\],16.39
core.bgc_8.col_reg.mode\[1\],16.39
core.bgc_8.comp_col.GR_bits\[4\],16.39
core.bgc_1.comp_row.GL_bits\[4\],16.34
core.bgc_14.comp_col.GL_bits\[9\],16.34
core.bgc_14.comp_row.GL_index\[1\],16.34
core.bgc_14.comp_row.GR_bits\[11\],16.34
core.bgc_15.comp_col.A\[0\],16.34
core.bgc_15.comp_col.pe2._15_,16.34
core.bgc_2.comp_row._09_,16.34
core.bgc_3.comp_col.GR_bits\[7\],16.34
core.bgc_6.col_reg.mode\[1\],16.34
core.bgc_9.prev_step_output\[5\],16.34
core.dec_inst.en_out\[0\],16.34
core.res_mem_inst.shift_cycle_count\[1\],16.34
core.res_mem_inst.slot\[1\].slot_reg._004_,16.34
net901,16.29
net1206,16.29
net1524,16.29
net246,16.29
net804,16.29
core.adder_tree._0202_,16.29
core.adder_tree._0429_,16.29
core.adder_tree._0468_,16.29
core.adder_tree._0696_,16.29
core.bgc_0.col_reg._000_\[11\],16.29
core.bgc_1.col_reg.mode\[0\],16.29
core.bgc_1.comp_col.GL_index\[1\],16.29
core.bgc_1.comp_row.GL_index\[2\],16.29
core.bgc_1.comp_row._05_,16.29
core.bgc_1.comp_row.pe2._12_,16.29
core.bgc_11.col_data_in\[6\],16.29
core.bgc_11.col_reg._020_,16.29
core.bgc_11.lfsr_col._00_\[0\],16.29
core.bgc_12.col_data_in\[7\],16.29
core.bgc_12.comp_row.pe1._01_,16.29
core.bgc_12.final_counter._03_,16.29
core.bgc_13.comp_row.pe2._07_,16.29
core.bgc_14.lfsr_col._00_\[3\],16.29
core.bgc_14.row_reg._037_,16.29
core.bgc_15.col_reg._046_,16.29
core.bgc_15.comp_row.GL_bits\[3\],16.29
core.bgc_15.comp_row.pe2._11_,16.29
core.bgc_2.comp_col.pe2._16_,16.29
core.bgc_2.comp_row.GL_bits\[4\],16.29
core.bgc_2.final_counter._00_\[4\],16.29
core.bgc_2.final_counter._07_,16.29
core.bgc_3.comp_row.pe2._10_,16.29
core.bgc_4.comp_col.GL_bits\[7\],16.29
core.bgc_4.final_counter._00_\[7\],16.29
core.bgc_4.row_reg.mode\[1\],16.29
core.bgc_6.comp_row.GR_index\[1\],16.29
core.bgc_6.final_counter._00_\[5\],16.29
core.bgc_6.row_reg._000_\[2\],16.29
core.bgc_7.col_reg._024_,16.29
core.bgc_7.comp_row._18_,16.29
core.bgc_7.comp_row.pe2._07_,16.29
core.bgc_8.comp_col.pe2._07_,16.29
core.bgc_8.row_reg._000_\[2\],16.29
core.bgc_9.final_counter._06_,16.29
core.res_mem_inst._007_,16.29
core.res_mem_inst.slot\[15\].slot_reg._049_,16.29
core.res_mem_inst.slot\[4\].slot_reg._000_\[4\],16.29
core.res_mem_inst.slot\[5\].slot_reg._017_,16.29
core.res_mem_inst.slot\[8\].slot_reg.mode\[0\],16.29
core.res_mem_inst.slot\[9\].slot_reg._012_,16.29
core.timer_inst._19_,16.29
net892,16.24
net1062,16.24
net1287,16.24
net1372,16.24
net118,16.24
core.bgc_0.comp_row.GL_bits\[11\],16.24
core.bgc_0.final_counter._00_\[7\],16.24
core.bgc_1.comp_row.pe1._10_,16.24
core.bgc_11.col_data_in\[3\],16.24
core.bgc_12.comp_row._05_,16.24
core.bgc_13.comp_row._09_,16.24
core.bgc_13.final_counter._28_,16.24
core.bgc_13.row_reg.mode\[0\],16.24
core.bgc_14.comp_row._05_,16.24
core.bgc_15.comp_row.pe1._08_,16.24
core.bgc_2.comp_row.GL_index\[1\],16.24
core.bgc_2.comp_row.pe2._03_,16.24
core.bgc_2.comp_row.pe2._08_,16.24
core.bgc_2.lfsr_col._00_\[1\],16.24
core.bgc_3.col_reg._036_,16.24
core.bgc_4.comp_col.pe1._12_,16.24
core.bgc_4.comp_row.GL_bits\[6\],16.24
core.bgc_4.comp_row.pe1._03_,16.24
core.bgc_4.lfsr_col._08_,16.24
core.bgc_4.lfsr_row._00_\[7\],16.24
core.bgc_5.comp_col.pe2._00_,16.24
core.bgc_5.comp_row.GL_bits\[11\],16.24
core.bgc_6.col_reg._022_,16.24
core.bgc_6.comp_col.GR_bits\[5\],16.24
core.bgc_6.comp_row.pe2._09_,16.24
core.bgc_7.comp_col.pe2._09_,16.24
core.bgc_8.comp_col._10_,16.24
core.bgc_8.final_counter._00_\[1\],16.24
core.bgc_9.lfsr_col._13_,16.24
core.lfsr_enabler._24_,16.24
core.lfsr_enabler.row_load_count\[2\],16.24
core.res_mem_inst.slot\[1\].slot_reg._020_,16.24
core.res_mem_inst.slot\[5\].slot_reg._016_,16.24
clknet_leaf_126_clk,15.96
spi_in3,15.95
core.bgc_6.lfsr_col.seed_mem\[9\],15.93
core.bgc_8.comp_row.GR_bits\[3\],15.88
core.adder_tree._0014_,15.83
core.adder_tree._0569_,15.83
core.bgc_0.col_reg._008_,15.78
core.bgc_1.row_reg._008_,15.78
core.bgc_10.comp_row._10_,15.78
core.bgc_11.comp_col.GL_bits\[4\],15.78
core.bgc_11.comp_row.GL_bits\[1\],15.78
core.bgc_11.row_reg._000_\[9\],15.78
core.bgc_12.comp_row.GR_bits\[11\],15.78
core.bgc_13.comp_row.pe2._03_,15.78
core.bgc_13.row_reg._004_,15.78
core.bgc_13.row_reg._005_,15.78
core.bgc_15.comp_row.GL_bits\[9\],15.78
core.bgc_3.comp_col.GL_bits\[6\],15.78
core.bgc_4.col_reg._010_,15.78
core.bgc_4.comp_col.GR_bits\[6\],15.78
core.bgc_4.comp_row.GL_bits\[8\],15.78
core.bgc_5.col_reg._004_,15.78
core.bgc_5.row_reg._010_,15.78
core.bgc_7.comp_col.A\[0\],15.78
core.bgc_7.comp_col.GL_bits\[5\],15.78
core.bgc_7.comp_col._03_,15.78
core.bgc_7.comp_row._08_,15.78
core.bgc_8.col_reg._004_,15.78
core.bgc_8.comp_col.GR_bits\[6\],15.78
core.bgc_8.row_reg._006_,15.78
core.res_mem_inst.slot\[10\].slot_reg._003_,15.78
core.res_mem_inst.slot\[13\].slot_reg._010_,15.78
core.res_mem_inst.slot\[4\].slot_reg._007_,15.78
core.timer_inst._06_,15.78
net1328,15.73
net322,15.73
net489,15.73
core.adder_tree._0148_,15.73
core.adder_tree._0484_,15.73
core.bgc_0.comp_row.pe1._08_,15.73
core.bgc_1.comp_col.GR_bits\[2\],15.73
core.bgc_1.comp_row._02_,15.73
core.bgc_10.comp_col.GL_bits\[5\],15.73
core.bgc_10.comp_col.GR_bits\[6\],15.73
core.bgc_10.comp_col.pe2._11_,15.73
core.bgc_11.comp_row.pe1._12_,15.73
core.bgc_12.comp_col.pe1._16_,15.73
core.bgc_13.final_counter._00_\[4\],15.73
core.bgc_13.lfsr_row._26_,15.73
core.bgc_13.row_reg._000_\[11\],15.73
core.bgc_14.comp_col.pe1._03_,15.73
core.bgc_15.col_reg._000_\[7\],15.73
core.bgc_15.comp_col._16_,15.73
core.bgc_3.comp_row.GR_bits\[2\],15.73
core.bgc_4.comp_row.pe2._12_,15.73
core.bgc_5.col_reg._033_,15.73
core.bgc_5.comp_row.pe2._06_,15.73
core.bgc_6.col_reg._000_\[0\],15.73
core.bgc_6.comp_col._12_,15.73
core.bgc_6.comp_col.pe2._09_,15.73
core.bgc_6.comp_row.GL_index\[3\],15.73
core.bgc_6.comp_row.pe1._08_,15.73
core.bgc_7.comp_row.pe1._06_,15.73
core.bgc_7.final_counter._25_,15.73
core.bgc_7.row_reg._004_,15.73
core.bgc_8.col_reg._020_,15.73
core.bgc_8.col_reg._050_,15.73
core.bgc_8.comp_row.GL_bits\[6\],15.73
core.bgc_9.comp_col.GL_bits\[8\],15.73
core.res_mem_inst.slot\[6\].slot_reg._000_\[3\],15.73
net1053,15.68
net1088,15.68
net1210,15.68
net1444,15.68
core.adder_tree._0138_,15.68
core.adder_tree._0162_,15.68
core.adder_tree._0225_,15.68
core.adder_tree._0294_,15.68
core.adder_tree._0477_,15.68
core.adder_tree._0541_,15.68
core.bgc_0.comp_row.GR_bits\[8\],15.68
core.bgc_0.comp_row.GR_bits\[9\],15.68
core.bgc_0.row_reg._022_,15.68
core.bgc_1.comp_col.pe1._09_,15.68
core.bgc_1.comp_row.pe1._12_,15.68
core.bgc_10.comp_col.GL_index\[2\],15.68
core.bgc_11.comp_row._16_,15.68
core.bgc_12.col_reg._000_\[4\],15.68
core.bgc_12.lfsr_row._00_\[5\],15.68
core.bgc_12.row_reg._007_,15.68
core.bgc_13.comp_row.pe1._12_,15.68
core.bgc_13.comp_row.pe2._16_,15.68
core.bgc_14.comp_col.A\[5\],15.68
core.bgc_14.comp_row.pe2._06_,15.68
core.bgc_14.final_counter._20_,15.68
core.bgc_15.comp_row.pe2._09_,15.68
core.bgc_15.comp_row.pe2._14_,15.68
core.bgc_15.row_reg._018_,15.68
core.bgc_2.final_counter._14_,15.68
core.bgc_3.comp_row.A\[11\],15.68
core.bgc_4.comp_col.GL_index\[1\],15.68
